epoch,group,accuracy,precision,recall,f1
14,receiverAlignment,0.0,0.0,0.0,0.0
14,dropbackType,1.0,1.0,1.0,1.0
14,passLocationType,1.0,1.0,1.0,1.0
14,pff_runConceptPrimary,1.0,1.0,1.0,1.0
14,pff_runConceptSecondary,1.0,1.0,1.0,1.0
14,pff_passCoverage,0.5,0.25,0.5,0.3333333333333333
14,pff_manZone,1.0,1.0,1.0,1.0
14,routeRanQB0,1.0,1.0,1.0,1.0
14,routeRanWR0,0.0,0.0,0.0,0.0
14,routeRanWR1,0.0,0.0,0.0,0.0
14,routeRanWR2,0.0,0.0,0.0,0.0
14,routeRanWR3,1.0,1.0,1.0,1.0
14,routeRanWR4,1.0,1.0,1.0,1.0
14,routeRanRB0,0.0,0.0,0.0,0.0
14,routeRanRB1,1.0,1.0,1.0,1.0
14,routeRanRB2,1.0,1.0,1.0,1.0
14,routeRanTE0,0.0,0.0,0.0,0.0
14,routeRanTE1,1.0,1.0,1.0,1.0
14,routeRanTE2,1.0,1.0,1.0,1.0
15,offenseFormation,0.5,0.5,0.25,0.3333333333333333
15,receiverAlignment,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333
15,dropbackType,1.0,1.0,1.0,1.0
15,passLocationType,1.0,1.0,1.0,1.0
15,pff_runConceptPrimary,1.0,1.0,1.0,1.0
15,pff_runConceptSecondary,1.0,1.0,1.0,1.0
15,pff_passCoverage,0.0,0.0,0.0,0.0
15,pff_manZone,1.0,1.0,1.0,1.0
15,routeRanQB0,1.0,1.0,1.0,1.0
15,routeRanWR0,0.0,0.0,0.0,0.0
15,routeRanWR1,0.0,0.0,0.0,0.0
15,routeRanWR2,0.0,0.0,0.0,0.0
15,routeRanWR3,1.0,1.0,1.0,1.0
15,routeRanWR4,1.0,1.0,1.0,1.0
15,routeRanRB0,0.0,0.0,0.0,0.0
15,routeRanRB1,1.0,1.0,1.0,1.0
15,routeRanRB2,1.0,1.0,1.0,1.0
15,routeRanTE0,0.0,0.0,0.0,0.0
15,routeRanTE1,1.0,1.0,1.0,1.0
15,routeRanTE2,1.0,1.0,1.0,1.0
epoch,group,accuracy,precision,recall,f1
1,offenseFormation,0.64576802507837,0.10762800417972833,0.16666666666666666,0.1307936507936508
1,receiverAlignment,0.3793103448275862,0.0541871921182266,0.14285714285714285,0.07857142857142858
1,dropbackType,0.8557993730407524,0.17115987460815046,0.2,0.18445945945945946
1,passLocationType,0.8401253918495298,0.28004179728317663,0.3333333333333333,0.3043725156161272
1,pff_runConceptPrimary,0.6520376175548589,0.0652037617554859,0.1,0.07893738140417458
1,pff_runConceptSecondary,1.0,1.0,1.0,1.0
1,pff_passCoverage,0.27586206896551724,0.017973856209150325,0.06111111111111111,0.027777777777777776
1,pff_manZone,0.6677115987460815,0.3338557993730408,0.5,0.40037593984962405
1,routeRanQB0,0.9937304075235109,0.33124346917450365,0.3333333333333333,0.33228511530398325
1,routeRanWR0,0.21003134796238246,0.036799065420560745,0.08266469594594594,0.04892490501980438
1,routeRanWR1,0.14420062695924765,0.0265249901613538,0.11796536796536795,0.04161429967881581
1,routeRanWR2,0.31347962382445144,0.048206956624442666,0.09523809523809523,0.06381492439184748
1,routeRanWR3,0.987460815047022,0.2468652037617555,0.25,0.24842271293375395
1,routeRanWR4,1.0,1.0,1.0,1.0
1,routeRanRB0,0.36990595611285265,0.03699059561128527,0.1,0.054004576659038905
1,routeRanRB1,0.9811912225705329,0.1962382445141066,0.2,0.1981012658227848
1,routeRanRB2,1.0,1.0,1.0,1.0
1,routeRanTE0,0.14106583072100312,0.027696850952664907,0.0697374779691853,0.03472426354293405
1,routeRanTE1,0.8338557993730408,0.07580507267027643,0.09090909090909091,0.08267288267288267
1,routeRanTE2,0.9843260188087775,0.16405433646812959,0.16666666666666666,0.16535018430753026
2,offenseFormation,0.64576802507837,0.10762800417972833,0.16666666666666666,0.1307936507936508
2,receiverAlignment,0.4482758620689655,0.13043334981051244,0.15006929829064217,0.11280656003580458
2,dropbackType,0.8557993730407524,0.17115987460815046,0.2,0.18445945945945946
2,passLocationType,0.8401253918495298,0.28004179728317663,0.3333333333333333,0.3043725156161272
2,pff_runConceptPrimary,0.6520376175548589,0.0652037617554859,0.1,0.07893738140417458
2,pff_runConceptSecondary,1.0,1.0,1.0,1.0
2,pff_passCoverage,0.25705329153605017,0.04060872395833333,0.05803571428571429,0.032552479464557346
2,pff_manZone,0.6677115987460815,0.3338557993730408,0.5,0.40037593984962405
2,routeRanQB0,0.9937304075235109,0.33124346917450365,0.3333333333333333,0.33228511530398325
2,routeRanWR0,0.1974921630094044,0.02783260233918129,0.08167933558558559,0.031372129946262824
2,routeRanWR1,0.1755485893416928,0.015958962667426618,0.09090909090909091,0.027151515151515152
2,routeRanWR2,0.30407523510971785,0.06153271135978646,0.09806397306397308,0.07148717160854202
2,routeRanWR3,0.987460815047022,0.2468652037617555,0.25,0.24842271293375395
2,routeRanWR4,1.0,1.0,1.0,1.0
2,routeRanRB0,0.36990595611285265,0.03699059561128527,0.1,0.054004576659038905
2,routeRanRB1,0.9811912225705329,0.1962382445141066,0.2,0.1981012658227848
2,routeRanRB2,1.0,1.0,1.0,1.0
2,routeRanTE0,0.1724137931034483,0.013262599469496022,0.07692307692307693,0.02262443438914027
2,routeRanTE1,0.8338557993730408,0.07580507267027643,0.09090909090909091,0.08267288267288267
2,routeRanTE2,0.9843260188087775,0.16405433646812959,0.16666666666666666,0.16535018430753026
3,offenseFormation,0.64576802507837,0.10762800417972833,0.16666666666666666,0.1307936507936508
3,receiverAlignment,0.43260188087774293,0.06180026869682042,0.14285714285714285,0.08627696155048452
3,dropbackType,0.8557993730407524,0.17115987460815046,0.2,0.18445945945945946
3,passLocationType,0.8401253918495298,0.28004179728317663,0.3333333333333333,0.3043725156161272
3,pff_runConceptPrimary,0.6520376175548589,0.0652037617554859,0.1,0.07893738140417458
3,pff_runConceptSecondary,1.0,1.0,1.0,1.0
3,pff_passCoverage,0.27899686520376177,0.017885852090032156,0.06180555555555556,0.027743142144638404
3,pff_manZone,0.6677115987460815,0.3338557993730408,0.5,0.40037593984962405
3,routeRanQB0,0.9937304075235109,0.33124346917450365,0.3333333333333333,0.33228511530398325
3,routeRanWR0,0.23197492163009403,0.019331243469174503,0.08333333333333333,0.03138252756573367
3,routeRanWR1,0.18181818181818182,0.03382572483696079,0.09278879015721121,0.043771043771043766
3,routeRanWR2,0.31347962382445144,0.051149425287356325,0.10052910052910052,0.06753663003663003
3,routeRanWR3,0.987460815047022,0.2468652037617555,0.25,0.24842271293375395
3,routeRanWR4,1.0,1.0,1.0,1.0
3,routeRanRB0,0.36990595611285265,0.03699059561128527,0.1,0.054004576659038905
3,routeRanRB1,0.9811912225705329,0.1962382445141066,0.2,0.1981012658227848
3,routeRanRB2,1.0,1.0,1.0,1.0
3,routeRanTE0,0.16614420062695925,0.07827791001543931,0.08840326340326342,0.051724128331515476
3,routeRanTE1,0.8338557993730408,0.07580507267027643,0.09090909090909091,0.08267288267288267
3,routeRanTE2,0.9843260188087775,0.16405433646812959,0.16666666666666666,0.16535018430753026
4,offenseFormation,0.64576802507837,0.10762800417972833,0.16666666666666666,0.1307936507936508
4,receiverAlignment,0.43260188087774293,0.06180026869682042,0.14285714285714285,0.08627696155048452
4,dropbackType,0.8557993730407524,0.17115987460815046,0.2,0.18445945945945946
4,passLocationType,0.8401253918495298,0.28004179728317663,0.3333333333333333,0.3043725156161272
4,pff_runConceptPrimary,0.6520376175548589,0.0652037617554859,0.1,0.07893738140417458
4,pff_runConceptSecondary,1.0,1.0,1.0,1.0
4,pff_passCoverage,0.06269592476489028,0.01953125,0.013888888888888888,0.016233766233766232
4,pff_manZone,0.6865203761755486,0.840255591054313,0.5283018867924528,0.45851439435089625
4,routeRanQB0,0.9937304075235109,0.33124346917450365,0.3333333333333333,0.33228511530398325
4,routeRanWR0,0.23197492163009403,0.019331243469174503,0.08333333333333333,0.03138252756573367
4,routeRanWR1,0.18495297805642633,0.0528221993190146,0.09998974709501027,0.057155852737840844
4,routeRanWR2,0.3385579937304075,0.07255982033781758,0.10293410293410292,0.07427565019333653
4,routeRanWR3,0.987460815047022,0.2468652037617555,0.25,0.24842271293375395
4,routeRanWR4,1.0,1.0,1.0,1.0
4,routeRanRB0,0.36363636363636365,0.057171052631578956,0.09998806397708285,0.060531246555714756
4,routeRanRB1,0.9811912225705329,0.1962382445141066,0.2,0.1981012658227848
4,routeRanRB2,1.0,1.0,1.0,1.0
4,routeRanTE0,0.14420062695924765,0.12519321901930908,0.08403665205963518,0.06065129431972159
4,routeRanTE1,0.8338557993730408,0.07580507267027643,0.09090909090909091,0.08267288267288267
4,routeRanTE2,0.9843260188087775,0.16405433646812959,0.16666666666666666,0.16535018430753026
5,offenseFormation,0.64576802507837,0.10762800417972833,0.16666666666666666,0.1307936507936508
5,receiverAlignment,0.43260188087774293,0.06180026869682042,0.14285714285714285,0.08627696155048452
5,dropbackType,0.8557993730407524,0.17115987460815046,0.2,0.18445945945945946
5,passLocationType,0.8401253918495298,0.28004179728317663,0.3333333333333333,0.3043725156161272
5,pff_runConceptPrimary,0.6520376175548589,0.0652037617554859,0.1,0.07893738140417458
5,pff_runConceptSecondary,1.0,1.0,1.0,1.0
5,pff_passCoverage,0.2507836990595611,0.01968503937007874,0.05555555555555555,0.029069767441860465
5,pff_manZone,0.677115987460815,0.8370253164556962,0.5141509433962265,0.4301694386153553
5,routeRanQB0,0.9937304075235109,0.33124346917450365,0.3333333333333333,0.33228511530398325
5,routeRanWR0,0.23824451410658307,0.039408457264530725,0.08910472972972973,0.05262395946435034
5,routeRanWR1,0.18181818181818182,0.0801932566638449,0.10670426065162908,0.054927215641501353
5,routeRanWR2,0.30407523510971785,0.05146575738463155,0.09944684944684945,0.0666955266955267
5,routeRanWR3,0.987460815047022,0.2468652037617555,0.25,0.24842271293375395
5,routeRanWR4,1.0,1.0,1.0,1.0
5,routeRanRB0,0.36990595611285265,0.03699059561128527,0.1,0.054004576659038905
5,routeRanRB1,0.9811912225705329,0.1962382445141066,0.2,0.1981012658227848
5,routeRanRB2,1.0,1.0,1.0,1.0
5,routeRanTE0,0.1724137931034483,0.036125925453557556,0.08581997271021662,0.04652450455171221
5,routeRanTE1,0.8338557993730408,0.07580507267027643,0.09090909090909091,0.08267288267288267
5,routeRanTE2,0.9843260188087775,0.16405433646812959,0.16666666666666666,0.16535018430753026
6,offenseFormation,0.64576802507837,0.10762800417972833,0.16666666666666666,0.1307936507936508
6,receiverAlignment,0.3793103448275862,0.0541871921182266,0.14285714285714285,0.07857142857142858
6,dropbackType,0.8557993730407524,0.17115987460815046,0.2,0.18445945945945946
6,passLocationType,0.8401253918495298,0.28004179728317663,0.3333333333333333,0.3043725156161272
6,pff_runConceptPrimary,0.6520376175548589,0.0652037617554859,0.1,0.07893738140417458
6,pff_runConceptSecondary,1.0,1.0,1.0,1.0
6,pff_passCoverage,0.2413793103448276,0.020135983263598327,0.05347222222222222,0.02925531914893617
6,pff_manZone,0.670846394984326,0.8349056603773585,0.5047169811320755,0.41047573789534825
6,routeRanQB0,0.9937304075235109,0.33124346917450365,0.3333333333333333,0.33228511530398325
6,routeRanWR0,0.23197492163009403,0.019331243469174503,0.08333333333333333,0.03138252756573367
6,routeRanWR1,0.16614420062695925,0.04096174999804966,0.09412736386420596,0.0387002049198705
6,routeRanWR2,0.2601880877742947,0.05705934680391409,0.09583934583934584,0.05824571651090343
6,routeRanWR3,0.987460815047022,0.2468652037617555,0.25,0.24842271293375395
6,routeRanWR4,1.0,1.0,1.0,1.0
6,routeRanRB0,0.3448275862068966,0.051547987616099064,0.09602530436858439,0.06163299066524873
6,routeRanRB1,0.9811912225705329,0.1962382445141066,0.2,0.1981012658227848
6,routeRanRB2,1.0,1.0,1.0,1.0
6,routeRanTE0,0.12539184952978055,0.02716506360451248,0.08001982773324237,0.035268481181263495
6,routeRanTE1,0.8338557993730408,0.07580507267027643,0.09090909090909091,0.08267288267288267
6,routeRanTE2,0.9843260188087775,0.16405433646812959,0.16666666666666666,0.16535018430753026
7,offenseFormation,0.64576802507837,0.10762800417972833,0.16666666666666666,0.1307936507936508
7,receiverAlignment,0.38557993730407525,0.11040342183994016,0.1379463751005253,0.12055550965325401
7,dropbackType,0.8557993730407524,0.17115987460815046,0.2,0.18445945945945946
7,passLocationType,0.8401253918495298,0.28004179728317663,0.3333333333333333,0.3043725156161272
7,pff_runConceptPrimary,0.6520376175548589,0.0652037617554859,0.1,0.07893738140417458
7,pff_runConceptSecondary,1.0,1.0,1.0,1.0
7,pff_passCoverage,0.11912225705329153,0.036193272437291577,0.03343253968253968,0.03089442595634937
7,pff_manZone,0.7053291536050157,0.8469055374592833,0.5566037735849056,0.511310299869622
7,routeRanQB0,0.9937304075235109,0.33124346917450365,0.3333333333333333,0.33228511530398325
7,routeRanWR0,0.2006269592476489,0.050658477202301905,0.08277027027027027,0.05014826443397872
7,routeRanWR1,0.16927899686520376,0.06522988505747127,0.09530557677616501,0.04657280957858992
7,routeRanWR2,0.3322884012539185,0.052033184969873136,0.10173160173160173,0.06848375266087046
7,routeRanWR3,0.987460815047022,0.2468652037617555,0.25,0.24842271293375395
7,routeRanWR4,1.0,1.0,1.0,1.0
7,routeRanRB0,0.36990595611285265,0.03699059561128527,0.1,0.054004576659038905
7,routeRanRB1,0.9811912225705329,0.1962382445141066,0.2,0.1981012658227848
7,routeRanRB2,1.0,1.0,1.0,1.0
7,routeRanTE0,0.14733542319749215,0.049503773103711415,0.09458574961623742,0.059849305419805314
7,routeRanTE1,0.8338557993730408,0.07580507267027643,0.09090909090909091,0.08267288267288267
7,routeRanTE2,0.9843260188087775,0.16405433646812959,0.16666666666666666,0.16535018430753026
