epoch,train_loss,test_loss,gpu_memory_mb,epoch_time_sec
1,0.16566849653868815,0.15160290948275862,621.57,1350.07
2,0.1492368543794187,0.14960386461598746,621.57,1356.03
3,0.1482790866800864,0.14862883277821318,621.57,1360.81
4,0.14776587355164963,0.14742573226880878,621.57,1359.84
5,0.14730674342105263,0.14824310589733541,621.57,1361.74
